use evern; 
INSERT INTO registro (imp_path, fecha_registro, fecha_validacion, camara_id) VALUES ('imagePath', '2017-08-09', '2017-08-09', 89); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (6.7533116, TRUE, TRUE, 'example message', 'image path', 1, 8, 366); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (43.04182, TRUE, TRUE, 'example message', 'image path', 250, 1, 367); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (69.58426, TRUE, TRUE, 'example message', 'image path', 1, 3, 368); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (69.0464, TRUE, TRUE, 'example message', 'image path', 140, 4, 369); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (53.39104, TRUE, TRUE, 'example message', 'image path', 123, 7, 370); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (92.43644, TRUE, TRUE, 'example message', 'image path', 52, 7, 371); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.90043, TRUE, TRUE, 'example message', 'image path', 205, 9, 372); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (96.609245, TRUE, TRUE, 'example message', 'image path', 116, 1, 373); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (66.07586, TRUE, TRUE, 'example message', 'image path', 132, 2, 374); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (65.52581, TRUE, TRUE, 'example message', 'image path', 307, 8, 375); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.712654, TRUE, TRUE, 'example message', 'image path', 116, 1, 376); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.630104, TRUE, TRUE, 'example message', 'image path', 334, 1, 377); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (55.82628, TRUE, TRUE, 'example message', 'image path', 217, 2, 378); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (76.41749, TRUE, TRUE, 'example message', 'image path', 168, 2, 379); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (79.34028, TRUE, TRUE, 'example message', 'image path', 106, 6, 380); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (59.24495, TRUE, TRUE, 'example message', 'image path', 308, 8, 381); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (93.956055, TRUE, TRUE, 'example message', 'image path', 217, 3, 382); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (68.00309, TRUE, TRUE, 'example message', 'image path', 348, 2, 383); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.29866, TRUE, TRUE, 'example message', 'image path', 39, 4, 384); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (28.94133, TRUE, TRUE, 'example message', 'image path', 317, 8, 385); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (5.641938, TRUE, TRUE, 'example message', 'image path', 189, 8, 386); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (88.130554, TRUE, TRUE, 'example message', 'image path', 206, 9, 387); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (6.569821, TRUE, TRUE, 'example message', 'image path', 125, 9, 388); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.829773, TRUE, TRUE, 'example message', 'image path', 278, 7, 389); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.363565, TRUE, TRUE, 'example message', 'image path', 161, 5, 390); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (82.647354, TRUE, TRUE, 'example message', 'image path', 28, 2, 391); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.940304, TRUE, TRUE, 'example message', 'image path', 9, 4, 392); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.29607, TRUE, TRUE, 'example message', 'image path', 173, 6, 393); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (18.71603, TRUE, TRUE, 'example message', 'image path', 125, 9, 394); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (74.56211, TRUE, TRUE, 'example message', 'image path', 273, 3, 395); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.424202, TRUE, TRUE, 'example message', 'image path', 31, 8, 396); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.65889, TRUE, TRUE, 'example message', 'image path', 285, 9, 397); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.97427, TRUE, TRUE, 'example message', 'image path', 85, 9, 398); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.419754, TRUE, TRUE, 'example message', 'image path', 174, 5, 399); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (22.855745, TRUE, TRUE, 'example message', 'image path', 316, 8, 400); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.99228, TRUE, TRUE, 'example message', 'image path', 282, 3, 401); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (44.042507, TRUE, TRUE, 'example message', 'image path', 98, 2, 402); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (14.207899, TRUE, TRUE, 'example message', 'image path', 231, 4, 403); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (39.177135, TRUE, TRUE, 'example message', 'image path', 298, 4, 404); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.182692, TRUE, TRUE, 'example message', 'image path', 98, 6, 405); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (60.050823, TRUE, TRUE, 'example message', 'image path', 54, 5, 406); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (30.70988, TRUE, TRUE, 'example message', 'image path', 220, 7, 407); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (47.76387, TRUE, TRUE, 'example message', 'image path', 146, 1, 408); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (0.5754416, TRUE, TRUE, 'example message', 'image path', 389, 9, 409); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (37.86486, TRUE, TRUE, 'example message', 'image path', 141, 3, 410); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (4.1925364, TRUE, TRUE, 'example message', 'image path', 148, 2, 411); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (67.321045, TRUE, TRUE, 'example message', 'image path', 325, 7, 412); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (25.225605, TRUE, TRUE, 'example message', 'image path', 4, 2, 413); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (98.1535, TRUE, TRUE, 'example message', 'image path', 247, 5, 414); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.664406, TRUE, TRUE, 'example message', 'image path', 381, 4, 415); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (2.450677, TRUE, TRUE, 'example message', 'image path', 288, 7, 416); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.803513, TRUE, TRUE, 'example message', 'image path', 336, 5, 417); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (75.41346, TRUE, TRUE, 'example message', 'image path', 387, 5, 418); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (46.662754, TRUE, TRUE, 'example message', 'image path', 207, 5, 419); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (50.931404, TRUE, TRUE, 'example message', 'image path', 347, 6, 420); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (82.615204, TRUE, TRUE, 'example message', 'image path', 194, 4, 421); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (86.478264, TRUE, TRUE, 'example message', 'image path', 257, 9, 422); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (24.625423, TRUE, TRUE, 'example message', 'image path', 215, 3, 423); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (89.06832, TRUE, TRUE, 'example message', 'image path', 184, 2, 424); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (83.983246, TRUE, TRUE, 'example message', 'image path', 139, 5, 425); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.543533, TRUE, TRUE, 'example message', 'image path', 117, 3, 426); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (54.37623, TRUE, TRUE, 'example message', 'image path', 154, 1, 427); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (51.162212, TRUE, TRUE, 'example message', 'image path', 1, 9, 428); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (78.39366, TRUE, TRUE, 'example message', 'image path', 259, 1, 429); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (62.618847, TRUE, TRUE, 'example message', 'image path', 287, 4, 430); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (97.10022, TRUE, TRUE, 'example message', 'image path', 115, 7, 431); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (12.213716, TRUE, TRUE, 'example message', 'image path', 363, 7, 432); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.3497, TRUE, TRUE, 'example message', 'image path', 359, 6, 433); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (70.57069, TRUE, TRUE, 'example message', 'image path', 129, 4, 434); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (20.407816, TRUE, TRUE, 'example message', 'image path', 88, 7, 435); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (35.41945, TRUE, TRUE, 'example message', 'image path', 160, 7, 436); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (21.783365, TRUE, TRUE, 'example message', 'image path', 213, 4, 437); 
INSERT INTO prediction (confianza, es_predecido, es_correcto, mensaje, direccon_imagen, experto_id, animal_detectado, registro_id) VALUES (99.54989, TRUE, TRUE, 'example message', 'image path', 330, 2, 438); 
